id,title,body,day,year,month
1,Bitter Debate on Privacy Divides Two Experts,"  Questions about the data-collection practices of a subsidiary of Amazon.com, the big Internet retailer, have erupted in a confrontation between a respected computer security expert and a renowned Internet pioneer. The security expert is Richard M. Smith, who has recently dedicated much of his professional life to uncovering what he sees as privacy violations arising from software flaws and e-commerce schemes. The Internet pioneer is Brewster Kahle, founder of the Amazon subsidiary, Alexa Internet. Alexa, based in San Francisco, developed the data-collection software in question, which is being tested for use with Amazon's forthcoming zBubbles comparison-shopping service. The software, now available only in a trial version and only on the Alexa Web site, monitors which sites a consumer visits, looks for patterns shared by many individual shoppers and then aggregates information about the collective navigation of Web users. As a result, it is designed to continuously learn about shopping behavior and improve the quality of information it makes available to consumers. On Tuesday, Mr. Smith filed a formal complaint with the Federal Trade Commission in which he said that his examination of the operation of the Alexa software had disclosed that it was able to gather far more personal data about consumers than Amazon tells customers it is collecting. Mr. Smith, who earlier this year drew widespread attention to the privacy practices of a number of large Internet companies including the Microsoft Corporation and RealNetworks, said he had found that Alexa programs occasionally pass on personal information including names, postal addresses, phone numbers and email addresses. They also gather information about the things people search for and pass all this data to centralized computers operated by Alexa. ""I believe that the transmission of this personal data is a breach of the zBubbles License and Usage Agreement,"" Mr. Smith asserted in a letter to Jeff Bezos, chairman of Amazon. ""In addition, the software may also violate a number of federal laws including the Computer Fraud and Abuse Act and the Electronic Communications Privacy Act."" In a telephone interview, Mr. Kahle defended the Alexa technology, saying that though some information was unavoidably collected from Web surfers, the important point was that the information was not stored permanently and was not used to connect Web activity to an individual by name. ""The standard that we're attempting to uphold,"" Mr. Kahle (pronounced KAIL) said, ""is that if a government agency were to come and subpoena us and ask, 'Where was an individual going on the Web before he bombed the Federal building?' we'd be able to say, 'We don't know.' "" At the center of the confrontation is an Internet privacy issue that is being bitterly disputed in Washington: whether the good intentions of a corporation are enough to protect individual privacy. ""What is important about what Richard's identified here,"" said James X. Dempsey, staff counsel for the Center for Democracy and Technology, a Washington-based lobbying group, is how easily Web sites can collect pieces of data that ""come to include information that most people would consider personal."" Mr. Kahle, who had previously designed information-retrieval software at Thinking Machines Inc. and WAIS Inc., two companies he helped to found, started Alexa Internet in 1996. Since being acquired by Amazon earlier this year, Alexa has focused on developing the retail giant's zBubbles service. The Alexa technology tries to offer online shoppers improved guidance on how to retrieve information about goods and services. It does this by studying the paths followed by many Web surfers so that individual consumers can benefit from an aggregation of shopping experiences. At the same time, the company states on its Web site that it does not link individual identity to Web activity. Mr. Smith says this discrepancy intentionally misleads customers. Mr. Kahle said the operation of the Alexa software reflected his own struggle for more than a decade over the potential privacy issues raised by information-retrieval technology. In 1992, Mr. Kahle wrote a paper, ""Ethics of Digital Librarianship,"" on librarians' responsibility to keep personal data private. Foreshadowing the very criticism he now faces, he wrote, ""At this point this is not a problem since few servers are of a personal nature yet, but as the system grows to include entertainment, employment, health and other servers, it is easy to imagine the types of information that will be accessible through operating such a server."" Mr. Smith argues that despite policy statements published on both the Amazon and Alexa Web sites, most users are not fully aware of the nature of the information being sent to the Alexa Web servers. That is because Web sites are increasingly becoming huge databases that gather personal information and use it to tailor content and advertising to individual consumers based on such items as address, gender, age and wealth. A byproduct of that trend is that universal resource locators, or URL's, as Web page addresses are known, increasingly contain personal information the sites have gathered. ""One of the problems is that all of this stuff is very slippery,"" Mr. Smith said. ""I respect Brewster's ethics, but what happens if he leaves? There are no legal protections on the Web.""  http://www.nytimes.com ",30,1999,12
2,BUSINESS DIGEST,"  Nasdaq Ends Above 4,000 And Is Up 84% For the Year The Nasdaq composite index, on its way to the best year ever for a major American stock index, closed above 4,000 for the first time. The milestone came less than two months after the index first topped 3,000 and was based largely on the strength of the technology stocks that have come to dominate the Nasdaq market. The index rose 69.35 points, or 1.75 percent, to 4,041.46, and is now up 84.3 percent since the end of 1998. Three stocks in the index have gained more than 1,000 percent this year, with Qualcomm, a leading company in mobile phone technology, surging 2,444 percent since the end of 1998.  Page A1. The Standard & Poor's 500-stock index and the Dow Jones industrial average also climbed to new highs. The S.& P. 500 rose 5.80 points, or 0.4 percent, to 1,463.46, while the Dow Jones industrials edged up 7.95 points, to 11,484.66.  C5.  Charities Cash In on Name Game As the number of charities tops 650,000 and the Internet brings them within easy reach, the problem of sound-alikes and look-alikes has intensified, forcing some established charities to hire lawyers and engage in uncharacteristic finger-pointing.  A1.  RealNetworks Sues Software Maker In what could be a precedent-setting case in Internet copyright law, RealNetworks, whose products deliver audio, video and other media content over the Web, is suing Streambox, a company that makes software that converts RealNetworks' products into the format marketed by its rival, Microsoft. The suit accuses Streambox of violating several laws intended to protect intellectual property.  C2.  An association representing the movie and consumer electronics industries has gone to court in California to keep Web sites from distributing software that allows people to make copies of digital videodiscs.  C2.  EToys Takes on Arts Group Online Two online combatants, separated in cyberspace by a single letter, are trying to find a way to coexist peacefully. On one side is eToys, the Web's leading toy retailer. On the other is an arts group that has already had to give up its address, www.etoy.com, and has been asked by eToys to move some of its graphic images and language to other sites. Supporters of the group began a vigorous Internet-based protest contending that commercial considerations were stifling creative expression on the Internet. Advertising. C3.  Opposition Limited to Tax Break Nearly a week after a proposal was circulated in Germany that would allow the nation's banking and industrial conglomerates to untangle more than $100 billion worth of cross-shareholdings, it appears to have a serious chance of becoming law. Even though the plan would be an enormous tax break for big business, it has not yet generated much political opposition. Leaders within Chancellor Gerhard Schroder's governing Social Democratic Party have praised the idea as a way to spur flexibility and new growth in German industry.  C4.  25% Stake May Be Sold in Hanjung The South Korean government said that it was in talks to sell as much as a 25 percent stake in Korea Heavy Industries and Construction, or Hanjung, to General Electric and a unit of ABB, the Swiss-Swedish company.  C4.  Nickel Producer to Post a Loss Special Metals, the producer of high-performance nickel-based alloys, said that it would have a significant fourth-quarter loss. It did not disclose the size of the loss, which it attributed to depressed markets, rising costs and equipment problems.  C16.  U.S. Investigating Charter Hospitals Magellan Health Services said that the Justice Department was conducting a nationwide Medicare fraud investigation of Charter psychiatric hospitals, in which Magellan holds a 10 percent stake.  C16.  http://www.nytimes.com Graphic   Photo  Chart: ""YESTERDAY"" Dow industrials -- 11,484.66 up 7.95 30-yr. Treasury yield -- 6.44% down 0.03 The euro -- $1.0047 down 0.0016 The dollar -- 102.19 yen down 0.23  Graph shows the Nasdaq composite index daily closes since November 1999. ",30,1999,12
3,Charities Cash In by Playing the Name Game,"  Interested in granting the wish of a child with a serious illness? You could give to the Make-A-Wish Foundation or the Grant-A-Wish Foundation, which is not the same as the Grant-A-Wish Network. Or perhaps the Children's Wish Foundation International or Fulfill a Wish Foundation or Wishing Well Foundation USA. Especially around the holidays, when many people whip out checkbooks or credit cards at the last minute, there is rampant confusion about exactly which charity has its hand out. Some charities happily exploit the confusion, trading on the names of better-known rivals. Others simply reap whatever comes their way and ask few questions. And some may not be charities at all. Of course, some confusion is inevitable because of groups with similar names. And, certainly, many sound-alike charities are not exploiting the public. But as the number of registered charities tops 650,000, and the Internet continues to bring more within easy reach, the problem of sound-alikes and look-alikes has intensified, forcing some established charities to hire lawyers and engage in uncharacteristic finger-pointing. Distinguishing among charities is ""becoming more and more of a challenge,"" said Bennett M. Weiner, an official of the Council of Better Business Bureaus, whose national office reviews 300 charities. There are well over 150 charities registered with the Internal Revenue Service with ""breast cancer"" in their name. Shop2Give.com, a Web site that promises to send to charity a percentage of what visitors spend on its site, lists 146 cancer charities in California alone. Searching for ferret rescue organizations? Yahoo, the Internet search engine, has 14. Knowing which charity is which can be nearly impossible when hearing a pitch by a fast-talking phone solicitor or when calling directory assistance. Donors ""don't really know,"" said Kathryn Jones, president of the Better Business Bureau in Idaho Falls. ""They hear certain words."" For example, of six easily confused wish-granting organizations, only Make-A-Wish, the oldest, gets a passing grade from all three of the leading consumer groups that rate charities. The other five are either not rated or fall short. Yet the fund-raising company hired by the Wishing Well Foundation told potential donors, ""I'm sure you've heard of us; we send terminally ill children to places like Disney World,"" according to a lawsuit filed by the Minnesota attorney general's office. The suit, settled this month, contended that Wishing Well had misled donors by implying that it was a local charity -- it is based in Metairie, La. -- and by preying on possible confusion with better-known charities. Wishing Well and its fund-raiser, Gecko Communications, neither of which admitted to wrongdoing, agreed not to solicit Minnesota residents before 2004. They also agreed to pay civil penalties and legal fees of $22,500 and spend $38,000 for wish-granting in Minnesota. ""There was no intention to be confused with anybody,"" said Matthew Brown, a lawyer for Wishing Well. Errol Copilevitz, a lawyer for Gecko, said that while there was a settlement, ""there were no findings of wrongdoing."" In another case of mistaken identities, Robert Bardavid, who lives in Phoenix, was feeling generous in October when he got a flier from the Cancer Control Society asking for donated clothes and jewelry. He later learned that the group is unrelated to the American Cancer Society. Since he had promised a gift, Mr. Bardavid did contribute some items when the truck arrived. But he said: ""The organization is playing on the name of the cancer society. I think it's misleading."" The Cancer Control Society, based in Los Angeles, has been around since 1973, said a founder, Lorraine Rosenthal. ""There is no similarity,"" she said. Businesses, of course, spend millions to advertise their names and protect their trademarks in court. Charities, however, have traditionally been reluctant to use donor money to take on their doppelgangers. ""This confusion is always going to exist,"" said Arney Rosenblat, a spokeswoman for the National Multiple Sclerosis Society, which had some problems with sound-alikes when a New Jersey charity, the Multiple Sclerosis Association of America, was accused by state regulators of misusing charitable funds. While the latter is operating under an interim consent decree with new management, the society continues to receive calls from confused donors.  Still, Ms. Rosenblat says it wants to spend its money on its mission, not public relations or lawsuits. But other nonprofits are tired of turning the other cheek. Many are explicitly flagging the more vexing look-alikes on their Web sites and advising donors to consult charity watchdogs or state attorneys general. The main concern ""is the loss of donors' trust,"" said Don L. Rigin, chief executive of the Arthritis Foundation, the largest charity doing arthritis research and education among some 150 related groups. Last year, the foundation joined with the American Cancer Society and the American Heart Association in suing Citizens Action Group, a Glendale, Calif., group that was the subject of two recent investigations by the ABC News program ""20/20."" The suit also named Kent Stryker, the group's president. The older charities contended that Mr. Stryker was collecting for various groups with names ""confusingly similar"" to their own, like the National Cancer Association or National Heart Foundation. The parties later settled. To be sure, no one suggests that different charities cannot tackle the same problem. ""There are thousands of children's nonprofits,"" said Brian R. Morrison, executive director of the Grant-A-Wish Foundation, a Baltimore charity he founded in 1982, two years after Make-A-Wish. ""It is very difficult to find a name that isn't somewhat similar to something else."" But charities acknowledge that donors may not always realize which is which. Guide Dogs for the Blind and Guide Dog Foundation for the Blind, for example, have both been operating for more than 50 years and do much the same thing: provide guide dogs and training. ""There is an occasional time when we get checks made out to another organization,"" said Wells Jones, chief executive of the foundation. ""We will forward those checks."" His counterparts at Guide Dogs say they do the same, but their Web sites (guidedog.org and guidedogs.com) make no reference to each other. And the confusion created by Mr. Stryker was not resolved as courteously. Mr. Stryker defends having picked names that struck some as clones. ""The major charities have been around for a long time,"" said Mr. Stryker, arguing that consumers could hardly be fooled. The big charities beg to differ. The parties reached an agreement in which Mr. Stryker faces restrictions on how he publicizes his causes. No longer using the name Citizens Action, Mr. Stryker continues to run the National Association for Alternative Medicine, which accepts donations of cars. He says he is in full compliance with the settlement agreement, and the charities do not dispute that. Other Johnny-come-latelys have also had to contend with lawsuits. Make-A-Wish recently settled its lawsuit against Fulfill A Wish, in which it contended that Fulfill was confusing donors. While the terms of the settlement are confidential, Fulfill now operates as Kids Wish Network. Though Make-A-Wish is reluctant to spend money on lawyers, it felt it had little choice, said Paul G. Allvin, a spokesman. ""We are not doing our job as a charity if we do not defend our name,"" he said. Charities also worry about the effect of publicity when a sound-alike gets into trouble. Grant-A-Wish Foundation lost sleep over an NBC News report about the Grant-A-Wish Network in October that criticized the network for not spending enough on children. The report never mentioned the foundation, yet the foundation felt obliged to spend $5,000 on a mailing to its own donors to clear the air. The network is no longer operating, said a woman who answered its telephone number but would not give her name. ""We never knew there was any confusion,"" she said. The woman said no one was available to answer questions. In many cases, it is anybody's guess how much of the money sent to some groups goes to charity. The Internal Revenue Service does not dictate charities' names, and enforcement is mostly left up to the states. So if organizations go out of business or leave town before they have to file tax returns that would disclose such details, state regulators may not have much to go on. The Internet only adds to the problem. Search engines can uncover huge numbers of charities, and some, like Goto.com, give priority to organizations that pay for placement, meaning that less-established charities can pay to bump aside better-known ones. MyCause.com, a shopping site that promises to forward some of what is spent to charity, does not accept such fees. Yet its lists are rather random. Type in ""american heart,"" and get a choice of, among others, the American Heart Association and the American Heart Disease Prevention Foundation. Unless donors do their homework, they may not know that the American Heart Association is the long-established charity, while the foundation is a newcomer. ""On the Internet, there are additional opportunities with a flick of a button to feel like you're doing something good,"" said Ami Kassar, Shop2Give's founder. http://www.nytimes.com Graphic   Chart: ""Similar Sounding, but Not the Same"" Following are some wish-granting charities that sound alike, with their ratings by the three main charity watchdog groups. The ratings are based on how much of the charities' money goes for their missions or on whether they meet the watchdogs' standards relating to accountability, governance and use of funds.  CHARITY  Make-A-Wish Foundation -- Phoenix; founded 1980 BETTER BUSINESS BUREAU: www.bbb.org -- Met standards NATIONAL CHARITIES INFORMATION BUREAU: www.give.org -- Met standards AMERICAN INSTITUTE OF PHILANTHROPY: www.charitywatch.org -- GradedB  Grant-A-Wish Foundation -- Baltimore; 1982 BETTER BUSINESS BUREAU: www.bbb.org -- Not rated NATIONAL CHARITIES INFORMATION BUREAU: www.give.org -- Not rated AMERICAN INSTITUTE OF PHILANTHROPY: www.charitywatch.org -- Not rated  Children's Wish Foundation International -- Atlanta; 1985 BETTER BUSINESS BUREAU: www.bbb.org -- Standards not met NATIONAL CHARITIES INFORMATION BUREAU: www.give.org -- Standards not met; incomplete review AMERICAN INSTITUTE OF PHILANTHROPY: www.charitywatch.org -- Graded F  Wishing Well Foundation -- Metairie, La.; 1995 BETTER BUSINESS BUREAU: www.bbb.org -- Did not disclose enough for review NATIONAL CHARITIES INFORMATION BUREAU: www.give.org -- Not rated AMERICAN INSTITUTE OF PHILANTHROPY: www.charitywatch.org -- Not rated  Fulfill A Wish Foundation -- (now Kids Wish Network) Oldsmar, Fla.; 1997 BETTER BUSINESS BUREAU: www.bbb.org -- Did not disclose enough for review NATIONAL CHARITIES INFORMATION BUREAU: www.give.org -- Not rated AMERICAN INSTITUTE OF PHILANTHROPY: www.charitywatch.org -- Not rated  Grant-A-Wish Network -- Rapid City, S.D.; about 1997 BETTER BUSINESS BUREAU: www.bbb.org -- Not rated NATIONAL CHARITIES INFORMATION BUREAU: www.give.org -- Not rated AMERICAN INSTITUTE OF PHILANTHROPY: www.charitywatch.org -- Not rated  (pg. C2) ",30,1999,12
4,"INCOMING;
Shopping Adventures Online","  To the Editor: ""Click and Heat, Thawing Optional"" (Dec. 23), about online shopping for prepared food, did not adequately prepare me for the shock of the shipping costs. One product seemed a great idea for a last minute gift for a friend. I made a purchase of one package each of four soups from Custom Creation Foods, totaling, or should I say sub-totaling, $17. Nowhere on the form was there a ball-park estimate of what the shipping costs might approach. I did not select the overnight shipping option. I figured that even if the shipping was as much as $15, the gift would be appreciated for the novelty and convenience, a small price to pay for last-minute shopping. To my amazement, even after I put in the credit card information and the order was processed, I was not given a total which included shipping costs. I shot off an email to the company, mentioning that I did not like the fact that I agreed to pay for something without being advised of the cost. I received an email back from Stefan Strehler, the co-owner of Custom Creation Foods, advising me that the shipping costs would be approximately $35 to $40, ""including FedEx, dry ice and shipper."" In other words, a $17 order costs at least three times that. I guess Mr. Strehler was counting on the fact that people will pay extra for a gift, especially when it's last minute. As I advised him in my reply, that's the last order he'll ever get from me. There must be a lot of people out there who have a lot more money to spend than I do, to keep a business like that thriving.  BEATRICE LESSER newyork http://www.nytimes.com ",30,1999,12
5,"Linking Classrooms, a World Apart, via the Internet","  ANYONE who walked by Lawrence H. Landweber's computer science class at the University of Wisconsin this fall might have heard the typical sounds of a professor lecturing from the podium, referring to presentation slides, attempting a few jokes and taking occasional questions from his students. But inside, things were not always as they seemed. Sometimes the lecturer was not Professor Landweber at all, but a professor in Japan named Jun Murai, who was projected, larger than life, on a video screen at the front of the room. At other times, the students answering questions about technical aspects of computer networking and the Internet were not the ones sitting in the classroom in Madison. They were students living halfway around the world, speaking from their seats at two universities in Japan while watching their American peers on video screens. ""We could communicate as if we were in the same room,"" said Dr. Landweber, who often started his classes with a greeting of ""good morning"" in Japanese. Such interaction from a distance has been widely cited by politicians and university administrators as the next significant enhancement to on-line education. But sending constant streams of video and audio over the Internet has always been more of a future vision than a reality. The technological barriers, like bandwidth requirements, have been too high. Instead, the majority of synchronous distance-education courses have been broadcast through cable or satellite television -- a medium that, unlike the Internet, cannot be easily configured to enable people at multiple sites to talk to one another. The course for Japanese and Wisconsin students, which ended for Dr. Landweber's students this month, was an experiment in taking that next step. The course was taught using high-speed Internet lines that are part of Internet 2, a multi-university project to build a faster Internet dedicated to research and education. By using Internet 2 lines, video and audio streams could move between Japan and Wisconsin at 40 megabits per second, eliminating the jerkiness and muffled sounds that would almost certainly show up over the regular Internet, especially across continents. The course also took advantage of a new Internet protocol called IPv6, a series of technical standards designed to quicken the transmission of video and audio to multiple locations at the same time. Dr. Murai is a leading expert on IPv6, which Dr. Landweber expects to be adopted soon by telecommunications networks. The current version, IPv4, has been in use for nearly 20 years. ""You'll be able to stick a camera on your computer and from your home be part of a multicast group,"" Dr. Landweber said. Until high-speed access is available to every household, however, such experiences are largely taking place at universities. The Japanese-Wisconsin course included graduate and undergraduate students at the University of Wisconsin; Keio University, which is just outside Tokyo; and the Nara Institute of Science and Technology, near Osaka. Dr. Murai was the lead professor for the Japanese students but lectured on six occasions to the students in the unitedstates. Dr. Landweber gave eight lectures to the students in Japan. Originally, the two professors had planned to share lecture duties as often as possible, but coordinating class times became a real hurdle. Dr. Landweber's class met three days a week at 8:30 a.m., which was 11:30 p.m. in Tokyo. Dr. Murai's classes (both universities are in the same time zone) met at 10:30 a.m., which was 7:30 p.m. the day before in Wisconsin. In the end, only three of the classes required students from all three sites to attend en masse. Instead, when Dr. Landweber lectured the students in Japan, he invited his Wisconsin students to join him if they wished, and he offered pizza as an incentive. When Dr. Murai lectured the students in Wisconsin, he also encouraged his students to stay late and participate, promising them sushi. Some cultural differences turned up. The American students did not hesitate to ask questions during lectures, Dr. Landweber said, ""but the Japanese students saved their questions to the end or asked them in private."" He also discovered that the Japanese students would suddenly look confused when he used colloquial American phrases, like ""having no clue,"" so he said he had tried to avoid them as much as possible. Then again, seeing the classrooms over digital video showed how similar university life could be, even in schools 6,400 miles apart. For the first class, which has been archived with others at www.sfc.wide.ad.jp /soi-e/contents.html, Dr. Landweber and Dr. Murai both wore khakis. Many of the students wore T-shirts and jeans as they sat in rows in the lecture hall, jotting notes on paper or typing into laptop computers. Pacia Harper, one of the graduate students in Wisconsin, said she thought that the multicampus class had gone ""surprisingly smoothly."" ""I actually realized by the third class,"" Ms. Harper said, ""that I wasn't thinking about the technology at all."" The biggest technical glitch, students said, was the presence of an echo. When a person in Wisconsin, for example, took the microphone to say something, those words would travel to Japan and then be broadcast back to Wisconsin. People in Wisconsin would first hear the words as the person spoke them and then, a split second later, in the audio that was broadcast from Japan. ""It was very distracting to talk and hear yourself at just a little of a delay,"" said Brandon Schwartz, a Wisconsin student. As a temporary fix, technical assistants turned off the speakers momentarily in the classrooms where students asked questions. Now that the course has ended, Dr. Landweber said, he is envisioning broader uses for the technology. He would like to see student members of the Association for Computing Machinery -- which has members in many countries, including Japan -- chatting with each other during meetings. And he would like to help biology professors at Wisconsin collaborate on human genome projects with their counterparts at Keio University. ""To me the Internet is not just about going and getting files from Web servers,"" Dr. Landweber said. ""I want to get scientists talking to each other."" http://www.nytimes.com Graphic   Photo: Larry H. Landweber lectured to students in Madison, Wis., and in Japan. (Andy Manis for The newyork Times) ",30,1999,12
6,"ONLINE SHOPPER;
Internet Music: Who's Minding the Store?","  I WAS in a music store last week, trying to decide whether to take the band Cake home with me. So I ran through the usual checklist: the album cover showed a silhouette of a brown pig (tasteful). A 30-second sample of a song sounded promising (loud drumbeat). And a quick scan of the lyrics confirmed that they really said what I thought they said, eliminating the possibility of painful flashbacks to when I was a child and walked around for weeks singing, ""Lucy in the sky with my mom."" Was I ready to buy? In a typical music store, the answer would be no, because at that point I would start to feel alienated by the extremely loud, harsh music blaring over the store's sound system, which would in turn remind me that I was about to pay at least $12 for a CD, only to get it home and discover that I like only one song. But this time, I was in a different kind of online music store, called Liquid Audio (www.liquidaudio.com), which knew what I wanted. For $2.99, I could get immediate gratification by downloading to my hard drive a permanent copy of the single I sampled, ""You Turn the Screws."" Then I could use the Liquid Music Player, a free software application, to play the song on my computer. Or I could copy the music to my laptop and play it (softly, I promise) on the train. Or if I ever buy a CD burner, I could copy it to a CD and play it in the kitchen or the car or wherever. I was wildly excited because I believed at that moment that I had stumbled across yet more evidence that the Internet was empowering me as a shopper. The Liquid Audio player, which displays album covers, liner notes and lyrics, was offering me the chance to relive the cheap thrill of buying a 45. Of course, there were still drawbacks. Although mainstream music has embraced the Liquid Audio format because it prevents illegal copies, the site still has a limited inventory, with only 50,000 titles. And if you hit a snag with the point-and-click download method, you will learn very quickly that the site offers very little in the way of customer service. But I learned that later. For now, I was more focused on the music that was just waiting for me to say, Yes, little three minutes of recorded gold, compress yourself into digital bits and travel across the Internet to me, then unfurl yourself back into a song (with good sound quality). My only complaint was the price: $2.99 for digital bits that are not even delivered on a CD. But when I called Andrea Fleming, Liquid Audio's vice president for corporate marketing, with the helpful suggestion that 99 cents sounded about right, she defended the prices. ""We have major labels,"" she said, ""and one of the issues the majors are coping with is how to make music available online without undercutting their other partners."" After I put Cake into my shopping cart, I added two more achingly beautiful songs, Larry Groce's ""Bird on the Wire"" and Bill Monroe's ""Blue Moon of Kentucky,"" $1.99 each, from the multivolume ""Best of Mountain Stage Live"" series (Blue Plate Music). My total: $6.97. Next, I watched as the Downloading window on my computer informed me that the bits were streaming quickly to my computer via my new cable modem. With my old 56K dialup modem, downloading a song could take up to 10 minutes. But instead, in seconds, I had 99 percent. Then tragedy struck. The process stalled. Who knew why? I returned to the site for help, armed with my transaction identification number. That was when I realized that a shopper like me, who expects to be treated courteously and respectfully when I am handing over money, should not buy things at the Liquid Audio site, which has no toll-free phone number and no way to check a transaction's status. My only option was a bare-bones Help file, which suggested only that I send email to the online support staff. That made me feel insulted, since every shopper knows that you would get more help if you printed out the email note, burned it in the fireplace and waited for Santa Claus to show up with a technical fix. But I sent the email. While I waited for a response, I tried to download again (two of the three songs arrived on my computer), sent a follow-up email (""Is anybody there?"") and finally became so frustrated that I found myself muttering: ""It's only $6.97. It's only $6.97."" Five hours later, I received a reply assuring me that my credit card would not be charged until the downloading was complete. But it turned out that the site's software believed that I had already completed the downloading. About that time, communications from ""support"" ceased. After I enlisted a Liquid Audio spokeswoman to negotiate on my behalf, I finally got the Bill Monroe song. But customers should not have to recruit Henry Kissinger to get satisfaction. I won't go back until customer service improves. When I buy Cake, I want to be able to eat it, too. http://www.nytimes.com Graphic   Drawing (Randy Jones) ",30,1999,12
7,Procrastinators: Time's Up,"  IF you have not yet checked your computer for problems related to Y2K, there really is no need to panic. Most personal computers made in the last few years will make the transition from 99 to 00 without problems. But if you are ready for some last-minute checkups, here's what you need to know: * Older computers may have a BIOS, or basic input output system, that is unable to handle years after 1999. Most BIOS problems can be fixed with a simple software patch, widely available on the Internet. * For home PC's, the biggest concerns are programs like spreadsheets, databases, and personal finance and accounting software that rely on date-based or time-based calculations. Other programs, like Web browsers, may also be affected. Here is what to do: * Back up your important files before Dec. 31. * The easiest and most complete, but not the cheapest, strategy is to buy a Y2K diagnostic and repair utility program. There are many on the market. Most cost less than $50. Top-rated programs for Windows include Greenwich Mean Time's Check 2000 PC Deluxe ($34.95, www .gmt-2000.com) and Symantec's Norton 2000 ($49.95, www.symantec.com/sabu/n2000). Both programs can be downloaded from the Internet. * The Internet abounds with free diagnostic and repair programs. Generally they are not as thorough as the commercial programs, but they test and, in many cases, repair the most obvious points of failure. Good places to start are www.zdnet.com /zdhelp/filters/y2k and www.symantec .com. * If the PC's BIOS fails the diagnostic test and no software patch is available online, the next step is to contact the PC manufacturer or the BIOS maker. * In general, Apple Macintosh computers are unlikely to have problems with the year 2000 transition. Some Macintosh third-party application software, however, could have problems. Apple has a Y2K information page at www.apple.com/about/year2000. * There are known Y2K glitches -- most of them minor -- in Windows 95, Windows 98 and Windows NT. Microsoft's Y2K information page is at www.microsoft.com/technet /year2k. * Make a list of the most important programs on your computer, including version numbers, and check with the software maker on Y2K compliance. Some programs may need updates. Most software companies have the information on their Web sites. * America Online users can check their AOL software by going to keyword Y2K. http://www.nytimes.com ",30,1999,12
8,RealNetworks Suit Defends Its Copyrighton Audio Files,"  In what could be a precedent-setting case in Internet copyright law, RealNetworks Inc., whose products deliver audio and video content over the Web, is suing a company that makes software that converts RealNetworks' products into the format marketed by its rival, the Microsoft Corporation. RealNetworks' suit accuses the company, Streambox Inc., of violating several laws intended to protect intellectual property, including the Digital Millennium Copyright Act. The suit is based on a part of the act largely untested since it was enacted in October 1998. A federal district judge in Seattle, where RealNetworks is based, has issued a temporary restraining order preventing Streambox from developing, producing or selling the software. A hearing is scheduled for Jan. 7. Streambox, which like Microsoft is based in Redmond, Wash., is primarily a Web portal site and search engine that competes with RealNetworks' portal site. At issue in the suit, though, are two software products, Streambox Ripper and Streambox VCR, both of which the company began distributing in October. Streambox Ripper enables users to copy compact discs to their hard drives or to download music from the Internet, but it also has the ability to crack the security features of RealNetworks' RealAudio files and convert them to MP3, WAV or Windows Media formats. Streambox VCR can intercept and play audio or video programming from RealNetworks' secure servers. Bob Hildeman, Streambox's chief executive, said that his company licenses Microsoft's technology and had purchased software known as a ""developer's kit"" to enable its programmers to encode audio content into Microsoft's Windows Media Audio format. But he said Streambox had no other business relationship with Microsoft. In its complaint, RealNetworks said that the products violated copyright law because they circumvent the copyright protection measures built into RealNetworks' multimedia files and can convert them into digital formats that can be copied, stored and freely distributed. The complaint also contends that the Streambox Ferret, a plug-in search engine designed to work with RealPlayer, violates RealNetworks' copyright by changing the appearance of RealPlayer on the screen and interferes with a contract between RealNetworks and Snap.com under which Snap's search service is built into RealPlayer. Snap.com is an Internet portal site owned jointly by Cnet and NBC. Streambox argues that it is merely providing consumers with a choice of services and allowing them to choose the format in which their music is delivered. ""Who should control the file format? Is it content owners and consumers, or RealNetworks?"" Mr. Hildeman asked. ""The Internet is a consumer medium, and technology must consider consumers' needs."" He added that the software did not circumvent systems that require users to pay before they download files.  It merely converts one file format into another. Peter Jaszi, a professor specializing in copyright law at American University in Washington, said that one issue was whether RealNetworks had the right to sue since the material that Ripper translates is copyrighted not by RealNetworks but by its customers, who license the software to publish their own multimedia prodcuts. The more important issue, he said, is that the court is being asked to decide what technological protection measures are covered by the copyright act, which makes it illegal to circumvent technological copyright protections. Mr. Jaszi said that it was arguable that the primary goal of RealNetworks' security is to protect the exclusivity of its own distribution system. ""The system is really designed to protect a delivery format but incidentally protects copyright,"" he said. The music industry, which is struggling with growing threats of digital piracy, is siding with RealNetworks. ""It's unfortunate that Streambox has apparently decided to try and build a business by selling hacking tools designed to undermine Real Networks' support for creators,"" said Susan Lewis, a spokeswoman for the Recording Industry Association of America.  http://www.nytimes.com ",30,1999,12
