id,title,body,day,year,month
837,italy uncovers world child pornography ring,"  an italian association announced sunday that it had discovered an international ring made up of at least 92 multinational pedophiles who produce and swap child pornography via the internet.  italy's rainbow telephone association, formed to counter child abuse, said that one of its operators stumbled on october 4, 1998 in a spanish internet site which promised the free exchange of child porn.  ""the operator pretended to be a pedophile and then it took four months to win the confidence of the organization to get them to send us a list of 92 members"", the association said.  in recent weeks, rainbow telephone brought to light and reported to italian authorities about 20 other pedophile sites, ""a real worldwide chain for the exchange of pedophile materials involving thousands of children aged between two and 12 years,"" described the association.  the president of rainbow telephone fortunato di noto said, "" this is the biggest such organization we've come up against in three years."" ",28,1999,2
838,eds-college student-internet more chinese college students using internet,"  more chinese college grads are adding internet abilities to their resumes and consider it a good recommendation.  today's ""china youth daily"" reported that over 80 percent of china's major colleges have their own local area network (lan) to prove more opportunities for their students.  one english major at beijing's languages and culture university said that he spends twenty hours a week on the internet and considers it the best way to get the information he needs.  a survey of qinghua university students found that 88.1 percent of those surveyed have been using the internet for a year and a half and nearly 70 percent have got information via the internet.  some college seniors, the paper said, consider the internet a lifestyle as well as a special way to look for jobs.  the guangdong provincial government has begun rejecting applications from people who cannot use the internet and it plans to establish its own lan and will allow only those who can use the network to do ordinary government work, according to the report. ",24,1999,2
839,beijing tops in china internet surfers,"  china's capital beijing leads the country in internet surfers, according to the china internet network information center.  guangdong, jiangsu, and zhejiang provinces and the city of shanghai rank the second, third, fourth and fifth respectively.  a recent survey by the center shows that about 77 percent of china's internet users are in the eastern part of the country, with western regions accounting for only 23 percent.  the number of internet users has increased to 2.1 million from 670,000 just two years ago. south china's guangdong province has had the greatest growth in the number of users since 1997, followed by east china's jiangsu and zhejiang provinces.  tibet, qinghai and ningxia have the smallest surfer populations. ",23,1999,2
840,cable fault cuts off key part of uk's internet,"  a key part of uk's internet suffered a severe and surprising blow when a transatlantic cable breakage took over 24 hours to fix.  the joint academic network (janet), the largest computer network in britain, was unable to route emails and other information to and from american over the weekends after a cable deep below the atlantic failed.  ""for a large part of britain's internet users it meant that what they had been assured could never happen, had happened,"" the daily telegraph said tuesday in a report.  it had been widely believed that the internet, designed to withstand nuclear attack, would be impervious to failure. however, the new incident shows that the internet is not robust enough.  teleglobe international, the telecoms company operating the cable which janet uses, said that service had been restored by late afternoon on monday.  normally, internet traffic would be re-directed via another cable but teleglobe said this did not happen because the volume of traffic was too high. ",23,1999,2
841,commercial homepage directory established in macao,"  the macao telecommunications company (ctm) has established a commercial homepage directory via the internet. entering ctm's web site of www.macau.ctm.net, internet surfers around the world can easily locate the commercial homepages established at ctm to obtain information and related services and products. the directory includes over 100 business homepages which are divided into 12 categories according to their business nature. ",9,1999,2
842,commercial homepage directory established in macao,"  the macao telecommunications company (ctm) has established a commercial homepage directory via the internet. entering ctm's web site of www.macau.ctm.net, internet surfers around the world can easily locate the commercial homepages established at ctm to obtain information and related services and products. the directory includes over 100 business homepages which are divided into 12 categories according to their business nature. ",9,1999,2
843,illegal ip telephony operation strictly banned,"  illegal operation of ip telephony is an act of information smuggling and should be strictly banned, a senior official said here today.  zhang chunjiang, director of the telecommunications administrative bureau under the ministry of information industry, told a press conference that the ministry has decided in principle to apply the ip telephony, a kind of internet-related telephone service, to the domestic market.  the ministry has already entrusted several telecommunication companies to run the business on a trial basis, zhang said, adding that licenses will be formally issued later this year.  ""the ip telephony should be subject to the strict government regulation,"" he stressed.  according to him, the country has suffered an annual loss of billions of yuan to the illegal operation by some domestic operators in collusion with foreign companies.  ""we'll reinforce the crackdown on such unlawful practices,"" he told the press conference. ",4,1999,2
844,iraq to be connected with internet,"  iraq will be hooked up to the internet in the coming few days, an iraqi weekly reported on thursday.  al-zawra weekly quoted helal al-bayaty, director of the national computer center, as saying that preparations are being made for the project.  iraqi ministries and state offices will have access to the internet soon, he said.  special programs had been designed to guarantee users to get information without any other immoral cultural infiltrations.  iraq will transmit the genuine iraqi culture through the internet, he added. ",4,1999,2
845,yahoo finds ad agency in china,"  the internet content provider yahoo has authorized the beijing-based infoshare technology co.  ltd. to be its exclusive advertising agency in china.  according to an agreement inked today between yahoo and infoshare, the latter will promote yahoo services in china and help chinese customers create on-line advertisements on yahoo's worldwide network.  infoshare is an internet service company funded by the china international electronic commerce center. the company designed and built the ""made-in-china"" web market and china's ministry of foreign trade and economic cooperation web site.  a chinese textile exporter and a local town government have signed agreements with infoshare to display their ads and economic and investment information on yahoo's global network, according to reports. ",3,1999,2
846,agricultural bank of china shanghai branch encouraging consumption,"  the agricultural bank of china shanghai branch will spend part of a ten billion yuan fund to provide consumer loans to farmers this year. these loans will help farmers to purchase agricultural machinery, housing, cars, and to further their education.  yan qifen, the shanghai branch governor, today said that in addition, the branch will offer loans to the pudong new area, nine municipality level industrial development zones, high-tech industries, key infrastructure facilities, and rural-electricity grid renovation.  this year, the branch will open an on-line bank, an on-line consultation system, and provide investment-consultation services to individuals in urban and suburban shanghai. ",29,1999,1
847,chinese web search engine profitable,"  sohoo, a web search engine, has become the first profitable chinese website making one million unitedstates dollars of profits last year, the shanghai based wen wei po reported today.  this figure accounted for approximately 70 percent of the total profits in china's internet market.  sohoo is based on a chinese language platform. its categorization of websites and other information mainly caters to the chinese people.  most of sohoo's profits were from commercial business websites such as microsoft, intel, hewlett-packard and beijing beer, said sohoo president zhang chaoyang.  currently, the engine serves 2 million visitors every month.  however, the newspaper reported that another major chinese website, information highway is actually in the red.  it is now moving from providing internet services to investment consultation, the paper said. ",26,1999,1
848,"eu opens ""one stop internet shop for business""","  the european commission, the european union's executive body, said here monday that it has created a one stop internet shop (osis) for business on the internet with a new website of http://europa.eu.int/business. eu single market commissioner mario monti said in a statement that the osis aims to give business better and easier access to information and advice on single market rules and opportunities. ""we also expect the internet shop to provide us with valuable feedback from business on the problems companies encounter in the single market, which will help us to improve the single market framework further."" the commission also said the most important added value of the new website is to offer direct access to those parts of existing sources of information and advice which are most relevant to companies operating in the single market. while showing how to surf in the shop, a commission's expert said that by simply ""bookmarking"" the osis, companies and individuals can obtain a fast track to the information and sources of advice most relevant to them without having to sort through the wealth of data available on the world wide web. this access is likely to be of particular value to small and medium-sized companies which may lack the resources to track down such information on their own. the one stop shop also offers direct access to over 230 euro info centers (eics), the commission's largest business advice network, while giving free, direct access to public procurement tender notices published on the eu's tenders electronic daily data base and to contract points for citizens and business in member states' administrations for resolving single market problems, the commission said. the eu executive also said the one stop internet shop, available in the 11 languages of the 15 eu nations, is part of its dialogue with citizens and business set up under a eu's single market action plan. ",25,1999,1
849,"china's ""government on internet"" project launched","  china launched its ""government on the internet"" project today, aiming at encouraging government departments to put their information on the net to share with the public.  more than 60 percent of them are expected to be on-line by the end of this year and this is expected to reach 80 percent by the year 2000, an official in charge said.  the information project is jointly hosted by the data communications bureau under the china telecommunications corporation and the economic information center the under the state economic and trade commission of china.  the xinhua news agency network has been authorized to offer information and consulting services for the construction of government websites.  statistics show that the number of china's internet users has reached 2.21 million even though it was only became available three years ago. ",22,1999,1
850,china's internet users exceed 2 million,"  china had more than 2.1 million internet users by the end of the 1998, four times the figure of a year ago.  by the end of last year, china had 744,000 computers connected to the internet, more than doubling the figure in 1997.  the number of registered names of internet users in china grew to 18,000 in 1998, three times the figure in 1997. some 5,300 web sites have been opened on chinanet, the official server for the internet in china.  the ministry of information industry forecasts that the number of internet users will increase by 1.5 million this year and they will top 4.5 million in 2000.  china has put priority on developing a data communication network connected with the rest of the world. it will invest 140 billion yuan in construction of wide-band telecommunication networks every year in the next three years. ",22,1999,1
851,china's peking opera goes on line,"  peking opera, one of china's main traditional performing arts which has been popular for more than two centuries, has made its debut on the internet, according to chinese cultural news. by visiting the web site: www.beijingopera.org., viewers can enjoy performances by familiar stars, receive information about this long-acclaimed theatrical art, as well as exchanging opinions with fans worldwide using today's electronic forum. these days peking opera usually attracts much older chinese fans but it is hoped that by making it available on the latest medium of our time, it will win favor among youngsters. ",19,1999,1
852,web surfers can attend wef annual meeting through internet,"  web surfers, no matter where they are and when they wish to, can take part in the 1999 annual meeting of the world economic forum (wef) through the internet. one plenary session per day from the main program will be bro adcast live, along with several press conferences each day, the wef announced at a press conference here tuesday. this will be the first time that a wef annual meeting can be accessed through the web. its special site http://live99.weforum.org is the product in cooperation with the cable news networks financial news service, novell inc, and realnetworks inc. ""responsible globality: managing the impact of globalization"" has been chosen as the theme of the wef 29th annual meeting scheduled from january 28 to february 2 in the eastern swiss city of davos. ",19,1999,1
853,china puts seismological data on internet,"  china has put its seismological data on the internet. the china seismological information net was created by the information center of the china seismological bureau, and covers seismological data, documentation, disaster prevention and the related technology. this new website connects the computer network of china's seismological system with china's technological network and the internet. experts say that the opening of the website is conducive to the development of the country's seismological research and will help promote information and technology exchanges with other countries. the website address is: http://www.eq-csi.ac.cn. ",15,1999,1
854,family planning commission goes on line,"  the state family planning commission (sfpc) has opened a website on the internet to introduce china's family planning policies and achievements. the website was established in mid-december and includes pages concerning the ""basic views and policies on population and development,"" ""efforts to control population growth and improve the quality of the population,"" and ""achievements and progress in china's family planning."" the site has already received hundreds of visitors. the sfpc has also added information on the organizations and structure of the commission, international exchanges and cooperation in family planning, and the problems and challenges faced by these efforts. the website address is: www.sfpc.gov.cn. ",14,1999,1
855,greek internet users strike against ote rise in phone calls,"  greece's internet users thursday staged a 24-hour boycott of the web in protest against the plans by the state-run hellenic telecommunication organization (ote) to increase local phone call charges.  this is the first such mass protest in greece.  the internet users sent protest letters via email and fax to the greek prime minister's office, ote and the greek parliament.  it was reported that ote's new tariff systems would raise the cost of local phone calls by up to 72 percent, making the use of the internet a financial burden for most of its users.  currently, greece has about 40,000 to 50,000 internet users. ",14,1999,1
856,number of chinese internet users up dramatically,"  the number of internet users in china grew by 900,000 in 1998 from the previous year to more than 1.5 million.  beijing has 400,000 internet users, the largest number in any province and municipality in china, followed by guangdong province, and shanghai.  the chinese have 540,000 computers linked to the internet and more than 14,000 internet service businesses, 3,550 of which are in beijing.  internet users below the age of 35 account for 84.1 percent of the total number of users. of these, 43.3 percent spend one to five hours each week on the internet; 26.3 percent,five to ten hours; and 20.1 percent, more than ten hours. ",14,1999,1
857,ethiopian telecoms corporation to improve internet services,"  the ethiopian telecommunications corporation announced wednesday that it is prepared to instal additional gateway satellite stations and modems to avoid web site traffic congestion and strengthen its server capacity.  berhe seyoum, liaison department manager of the corporation, told the press here that 128 modems have been newly purchased to add up to the 96 already existing ones.  berhe said upon going operational, the additional modems will ease traffic congestion for the 2,400 internet subscribers and increase the present server capacity three-fold.  the corporation is also preparing to construct gateway satellite stations to cater for the ever increasing demand of subscribers, he said.  according to berhe, the construction of the gateway satellite stations to be carried out with 1.3 million unitedstates dollars will be completed at the end of this year, the ethiopian telecommunications corporation started its internet service in 1997 and has now 2,400 subscribers. the additional stations will raise the number of subscribers to 14,000. ",13,1999,1
858,banking services over internet in eastern china,"  financial organizations in hangzhou, capital of east china's zhejiang province, have begun providing banking services over the internet.  people with accounts can do their shopping and make payments through the ""internet banks"", which provide information on different kinds of goods. businesses connected to these banks are mostly bookstores and supermarkets.  they also help account holders get information about their accounts and other banking services and deals between enterprises can be handled in a similar way. ",10,1999,1
859,china opens cultural-relics website,"  china has created its first cultural-relics website on the internet. as an official website, china cultural relics releases information, communicates with other organizations and publicizes china's achievements in cultural relics protection, an official with the state bureau of cultural relics said here today. internet surfers will be able to obtain a wide array of information on relics protection in china, the official said. the website also makes available four important laws and regulations concerning cultural relics, such as the law on protection of cultural relics, rules for the implementation of the law on protection of cultural relics, administrative regulations on underwater cultural relics protection, and a dministrative measures governing archeological work involving foreign interests. some specific information, including world heritage sites in china, key units for cultural relics protection, famous historical and cultural cities and substantial archeological finds, are also listed on the website, at: http://www.nuch.gov.cn. ",7,1999,1
860,india railways launches website,"  indian railways officially launched its website on the internet here tuesday to make its functioning transparent and provide relevant information to the public.  ""the website will not only provide useful information including train schedules to people across the globe but also play a significant role in enhancing efficiency and professionalism in the organization,"" railway minister nitish kumar said at a launching ceremony.  the increasing use of latest information technology would enable the railways to meet the needs and aspirations of the people and play a crucial role in the process of development, he said.  he said greater attention would be paid to induction of high-tech equipment in the railways which cover 62,000 kilometers.  the website covers subjects like evolution of indian railways, passenger services, information of tourist interest, corporate overview, salient features of railway budget 1998-99, time-table inquiries, special trains and purchase and tenders details.  kumar said the computerized passenger reservation system now catered to about 95 percent of the total reservation work load. ",5,1999,1
861,u.s. to launch world's largest online college bookstore,"  an online bookstore will offer american college students up to 110,000 textbook titles and other required course material, follett corporation, a unitedstates company announced tuesday.  follett corporation, which has provided products and services to the educational marketplace for 125 years, said that the new service will be launched when the site efollett.com goes live in early january.  the company's high education group operates 585 campus bookstores in the unitedstates and canada.  in january, students at 450 academic institutions can make online ordering.  follett will have all 585 stores it operates online by the end of february. the company expects to add more than 500 independent campus bookstores as its partners by the fall. ",29,1998,12
862,china radio international joins internet,"  china radio international (cri) is offering five language training programs --english, german, spanish, standard chinese (putonghua) and cantonese --on the internet. the programs commenced on december 26 on the new cri website (www.cri.com.cn.). the homepage will also offer color photographs and special features such as ""china's implementation of reform and opening-up over the past 20 years"" and ""welcoming macao's return to the motherland."" the homepage is also linked to a number of websites such as ""china"", ""china's tibet"" and ""china society for human rights studies"", as three magazines run by the state council's information office. ",28,1998,12
863,new zealand bank puts accounts online for customers,"  bankdirect, an auckland-based bank, is acclaiming a new zealand first for a new service that allows customers to use their personal computers to see where their money is going.  the latest issue of new zealand infotech weekly quotes general manager jane freeman of the bank as describing the move as also a ""significant development in internet electronic banking"".  from this week, customers with computers running microsoft money software are able to download their accounts and analyze transactions by category.  customers can, for example, find out how much they have spent on shopping in a supermarket over a given period with a few keystrokes. according to the weekly, bankdirect has ""endless plans"" to extend its internet service. ",16,1998,12
864,on-line bookstore to open in shanghai,"  the ""shanghai book city -visa on-line bookstore"" will open in shanghai at the end of december and become the first in china to sell books over the internet.  internet surfers holding visa credit cards will be able to visit the on-line bookshop's website and browse and purchase whatever they like. the store then will deliver the books ordered to the buyer's home as soon as possible.  the on-line shop was jointly developed by the shanghai branch of the bank of china, the bank of china credit card inc. ltd., and the visa international service association.  the ibm standard electronic security system will be applied to the website to eliminate transaction risks.  the shanghai book city is a 27-storey building in downtown shanghai covering 40,000 square meters of floor space.  it holds more than 150,000 books and audio and video products and electronic publications. ",15,1998,12
865,shandong hospital plugs into internet,"  the provincial hospital of east china's shandong province has completed an information-technology project which allows it to provide medical and public health services on the internet.  a wide range of information about medical treatment and considerable amounts of medical data is now on-line for use by patients, doctors and medical experts worldwide.  patients will also be able to 'surf the worldwide web' for information about domestic and foreign hospitals, as well as for help on existing and new treatments for illnesses. ",11,1998,12
866,finnish firm integrates telephone service with internet,"  finland's leading telecom company sonera on wednesday launched a new communications network incorporating functions of the modern internet and the traditional telephone grid.  for the first time, internet multimedia applications as well as intelligent telephone services can be used and managed by the end user through one web interface, which offers potential cost savings for customers, the company said.  the new network provides ""a unified platform for next generation communications applications that combine voice and data,"" said sonera's chief technology officer mika uusitalo.  sonera's new service, now in pilot phase until next spring, covers major cities in finland and neighboring sweden. nationwide coverage in both countries is planned for next year.  sonera ltd. employs 8,500 people with subsidiaries and associated companies in 14 countries. ",9,1998,12
867,s.korean presidential security office to go on-line,"  the presidential security office of south korea will open its own web site on the internet next monday, a spokesman for the office said thursday. the web site opening is part of the efforts by south korean president kim dae-jung to shake off the authoritarian image formed in the past governments, the spokesman said. organization, functions and duties of the presidential security office will be put on the web site. the web site will create a ""dialogue forum"" to which the public can send questions and suggestions regarding the office's activities. it will also offer some basics of ""self-defense"" techniques for women and youths. the web site, which is linked to the presidential palace chong wa dae web site, located at www.cwd.go.kr, can also be contacted directly at www.cwd.go.kr/security. ",4,1998,12
868,icrc launches new web site for online donation,"  the international committee of the red cross (icrc) has launched a new web site in english, www.helpicrc.org, and in french, www.helpcicr.org, to enable internet users to make contributions directly by credit card. ""we get so many requests on our main site from people wanting to know how to give us money that we decided to set up a special site just for them,"" said ilona pongracz from the icrc's promotion and private fundraising division here tuesday. the icrc said that an encoding system for credit card numbers guarantees the security of all electronic donations. it will open a site in german soon. ",1,1998,12
869,new web site helps parents police internet,"  parents who have only just figured out how to switch a computer on have been given a helping hand with the launch of the ""australian families guide to the internet"" friday. developed by the australian broadcasting authority (aba), the site, located at www.aba.gov.au/family, provides parents with information on risks, parenting tips, suggested rules and information on technical tools. ""the objective of the site is to provide parents and carers with information and tools so that they can guide their children toward a rewarding, productive and safe experience of the internet --even if they don't know much about the internet itself,"" aba chairman david flint said in a statement. ""the internet is opening up a new world for children and is likely to change the way we communicate, entertain ourselves, study and work in the future. ""this is a challenge for parents who may be struggling to keep abreast with these technological changes."" and for parents who are still looking for that elusive switch, the aba has also produced a brochure with the information in a printed form. ",27,1998,11
870,latin american internet market to grow 16 percent,"  latin america's internet market is expected to grow 16 percent by the year 2000, compared to 10 percent at a world level.  but latin america cannot maintain the 20 percent growth rate it registered in 1997 in comparison with 1996, and the market is expected to grow 15 percent in 1998.  the paper said there were two million internet accounts by the middle of this year, and four million users of the information superhighway in the region.  brazil ranks the first among all the countries of the region with one million accounts and two million users, followed by mexico with 201,000 accounts and 403,000 users; and colombia with 130,000 accounts and 260,000 users. ",26,1998,11
871,parents seek medical aid for baby via internet,"  the parents of an eight-month-old child in hainan province, southern china, have sent an sos signal to the world through the internet seeking a cure for their baby's ailing heart. the baby was born with an opening three centimeters in diameter in his left chest. through a thin dark red membrane over the opening, the baby's beating heart is visible. according to the parents, the baby is often short of breath, his face has a greenish hue, and he easily catches cold. doctors in hainan say they have no reliable cure for the baby, and the success rate for surgery in cases like this is only about ten percent. with the help of the hainan digital telecommunication bureau, the parents have set up a website seeking domestic and foreign medical assistance. the website address is: http://www.hk.hi.cn/sos/sos.html. local sources say the telecommunications bureau has received many calls along with faxes and email expressing concern and sympathy, but so far, no information about medical aid. ",25,1998,11
872,clinton calls for internet help in adoption,"  unitedstates president bill clinton on tuesday called for internet assistance to bridge foster care centers and families to help 100,000 children join families.  ""the internet holds the potential to shorten their wait, to make an on-line link between foster care centers and families looking to adopt,"" the president said at a white house ceremony.  ""technology has given us an important tool and we should use it,"" he added.  clinton directed the department of health and human services to work with the courts and nonprofit agencies on a national internet registry of children legally eligible for adoption.  of the agencies that already have online services, the largest posts photos of just 1,000 waiting children.  house commerce committee chairman tom bliley took the ceremony as an occasion to press for an increase in the adoption tax credit, saying he would reintroduce legislation next year to increase the credit for adoption costs to 10,000 unitedstates dollars and make it permanent law. ",24,1998,11
873,internet site for late chinese president,"  china recently opened a site on the internet for late president liu shaoqi to mark the centenary anniversary of the birth of this great proletarian revolutionary. the website (www.lsq.org) was developed by the party literature research center of the communist party of china (cpc) central committee, and is the first to publicize the old generation of chinese proletarian revolutionaries. the site includes a biography, pictures, and research and information on liu shaoqi. with a large volume of information and pictures, the site will play an important role in introducing chinese revolutionaries to the world. ",20,1998,11
874,ugandan business directory launched on internet,"  uganda's pioneer business directory has been launched on the internet in a bid to open up the whole business community to the international market.  the ceremony was performed by minister of state for primary education francis babu here wednesday, uganda news agency reported.  once registered with yellow pages, the business community will not have to move all over the world to transit business physically. it can be accessed by 100 million people every day.  the minister urged the business community to move away from the old system to the electronic age.  there is no need to travel to dubai to order goods when they can be ordered and delivered through the use of the internet, he was quoted as saying.  stephen lange, the managing director of yellow pages, said the directory is being used as a reference book on uganda since it was started in 1990 with the largest information on investment, tourism, industry, government organizations and the private sector. ",18,1998,11
875,u.s. online retailing enjoys growth: study shows,"  while still in an emerging state, the online retail market in the unitedstates is enjoying robust growth, according to a study released wednesday.  the study, conducted by the trade association for unitedstates online retailers --shop.org --based on polls of 127 online retailers in seven categories, revealed that annual growth stood at 200 percent and the top 10 publicly traded online retailers have witnessed year-on-year revenue growth in excess of 160 percent.  it also found that while many consumers are visiting online retailers, few are buying.  online revenues generated by north american-based retailers for the first six months of 1998 were 4.4 billion unitedstates dollars, less than 1 percent of overall retail revenue, according to the study.  however, full year online revenues for retailers will surpass 13 billion.  online retailers are investing heavily now to expand their reach and customer bases, shop.org said in a related report. some 65 percent of the revenues generated through online services are reinvested in marketing and advertising, compared with 4 percent for most traditional stores. ",18,1998,11
876,chinese top film awards on internet,"  china's top film fair will be available over the internet when it is held in the city of chongqing, november 18-22. the 7th ""golden rooster"" and ""one hundred flowers"" festival has an internet address at: http://www.cq.cninf o.net/dyj. visitors can get detailed information about previous film fairs and awards and check news reports on the fair and visit a chat-room. ",17,1998,11
877,german internet market grows five-fold in,"  almost a billion unitedstates dollars worth of goods and services will be sold over the internet in germany this year --five times the volume of last year. this is the prognosis of one german-based union of internet businesses, which is published on sunday in cologne.  the basis of the estimate is a survey of members of the ""eco electronic commerce forum"" (eco forum e.v.), which conducts more than 80 percent of data transactions in germany.  according to eco, the german economy will invest over 300 million marks for commercial use of the internet this year.  private users will spend over 150 million dollars.  online advertising, media, tourism, banks, and insurance companies are other major contributors to the explosion in internet spending in germany.  the computer industry will benefit the most from the internet boom. producers of internet hardware and software earned almost 250 million dollars this year from customers who wanted to own the most up-to-date equipment. ",15,1998,11
878,uk sees dramatic rise in internet use,"  the last six months has seen an upsurge in the amount of adults using the internet in the uk, especially women, according to a new survey.  over a million more people have started to use the web, jumping from 5.9 million six months ago to 7 million now, said the survey carried out by internettrak.  when the survey first took place two years ago, a mere 14 percent of uk internet users were women.  that has dramatically risen to 40 percent of first time users now, and the figures are even higher for younger users, where 47 percent of 14 to 17 year olds are female, the survey has found.  ""the large increase in the number of users in the last six months clearly demonstrates that the web is rapidly becoming a day-to-day information source in the uk,"" said shelaine green, european marketing director of yahoo, one of the companies to commission the survey.  one of the main reasons for the recent increase of uk internet users would be the drop in cost to surf the net with internet service providers beginning to give free access, analysts said. ",14,1998,11
879,compaq to develop direct-sales policy,"  unitedstates compaq computer, the largest manufacturer of personal computers in the world, will start selling its machines directly by telephone and over the internet at prices lower than those now charged by local dealers, sources close to the company said wednesday.  the aggressive schedule will help the huston-based computer maker reach the fast-growing small and medium-size business pc market.  the company is taking the step to fend off a potent rival, dell computer, which has always marketed its machines directly and now threatens compaq's market lead.  compaq has been losing market share to dell, pc market analysts said. the no. 3 computer giant has grown faster and been more profitable because of the efficiency of its direct-scales model.  meeting the challenge from dell, compaq adopted direct-sales policy to its largest customers earlier this year after it acquired digital equipment corp., which has a large direct-sales force.  the company tried to bypass dealers with an online catalog in 1993 but scrapped the plan in the face of dealer resistance. ",11,1998,11
880,shanghai opens 1st electronic on-line shop,"  two local companies in shanghai on tuesday opened the city's first on-line shop that accepts credit card payment from internet shoppers.  the buyers pay their bills by entering information such as credit-card number, purchaser's name, and merchandise code number.  the transaction is completed automatically via a coded payment module connected with outlets of the shanghai branch of the agricultural bank of china, the issuer of two credit cards that are accepted by the electronic shop.  the shop, which specializes in compact discs, is jointly operated by the shanghai edi industry co., ltd. and the china book import and export company.  the shop is expected to accept cards issued by other local banks as well as international cards such as visa and master card. ",11,1998,11
881,surgery to be done on internet,"  one of the world's top sports surgeons will do a knee operation at 1 p.m. today on the internet. richard steadman, an american surgeon, will repair a ligament in the left knee of unitedstates skier kristin nolen on the american health network. ""by webcasting this and other surgeries, we are trying to educate the public about their medical options,"" said j. tod fetherling, president of ahn interactive. ""but we are also demystifying the surgery process, allowing anyone with web access to see the magic behind the medicine."" the net address is www.ahn.com. ",11,1998,11
882,china plans to carry meteor storm on internet,"  china plans to provide coverage of the coming meteor storm in the constellation leo on the internet. it will be available at ""shanghai online"" at www.online.sh.cn. for more than three hours, with photos transmitted directly through a radio telescope link-up to minimize transmission time and to improve picture quality. internet users and astronomy buffs will be able to see the rare phenomenon at the same time as it appears in the sky in a very clear picture, the organizer promises. the meteor storm is expected to occur between 2:00 and 5:00 am beijing time on november 18. it will be the first such storm visible in the eastern hemisphere this century. shanghai is close to the best observation position. shanghai online's special meteor storm site will track the movement and provide historic information. people will also be able to express their own views on the site. a meteor storm in the constellation leo was first recorded by the chinese in 902 ad. ",10,1998,11
883,"chinese, u.s. companies to build medical info highway","  china jinwei medical networking engineering co. ltd. and stm wireless of the unitedstates today signed a strategic cooperative agreement to build a medical information network in china by the year 2000.  the envisaged information highway will adopt wide-band multimedia satellite transmission technology and function as a central data base for national medical and public health information.  the network will be installed with 1,500 sets of the latest equipment supplied by the stm, according to pei donghong, chairman of jinwei, who said the new network will provide long-distance medical treatment and consultation for up to one million people a year.  pei said that jinwei will also develop on-line business in the field of medical instruments and medicines.  the chairman of stm noted that his company has decided to base its asia-pacific maintenance center in beijing to facilitate cooperation with china.  jinwei put its medical network into operation last year and has since set up ground satellite reception stations in dozens of major hospitals across china. ",10,1998,11
884,bilingual web site launched in hong kong,"  china internet corporation (cic) and america on-line jointly launched a bilingual web site here monday.  the web site, dubbed aol.com.hk, provides both chinese and english news and information ranging from entertainment to travel, money, computer, sports and shopping. internet surfers are able to make use of the new linkage to visit all aol.com sites around the world.  jack davies, president of aol international, said that the opening of aol.com.hk is the first step toward building up a strong presence in the chinese-speaking market. the unique web site is aimed at meeting the surging demand for chinese internet applications and content. cic, a leading provider of chinese information, has created the china wide web, a nationwide business information network; aol is the world leader in interactive services and content. tung chee hwa, chief executive of the hongkong special administrative region (sar) met representatives of the two companies here monday, praising them for their contributions to the development of internet technology, information and commerce in hongkong. ",9,1998,11
885,shanghai gm on internet,"  shanghai gm, a joint venture between the local automotive industry and the unitedstatesa.-based super carmaker general motors, recently set up an internet website.  the shanghai gm's homepage has both an english and a chinese version.  the website aims to provide information to potential clients on the latest progress of the joint venture, which is scheduled to manufacture its first buick cars by the end of this year, according to shanghai gm co., ltd..  official statistics show that china has more than one million internet subscribers, and this number is growing at a rate of 40 percent a year. ",8,1998,11
886,uk launches scheme to connect schools to internet,"  british prime minister tony blair friday formally launched the country's national grid for learning, which aims to give schools throughout britain access to online information and teaching materials.  tony blair announced that by the year 2002, the british government will invest 700 million pounds (1.16 billion unitedstates dollars) in computers for schools focusing on the internet.  the cash will be used over the next four years to ensure every school in the uk is connected to the internet and most children leave school ""computer literate"".  ""the investment announced today will prevent a generation of children emerging who don't have these skills -the information poor,"" the prime minister said.  tony blair said that the grid would be like having ""the best library in the world in our classrooms."" the prime minister also challenged businesses to play their part in developing educational hardware and software for schools.  however, the task of getting every school online remains huge.  statistics show that only one in five teachers in the uk has been trained to use computers and many schools are struggling to meet the demands of information technology. ",6,1998,11
